rent_ceiling,unit_address,housing_services,tenancy_start_date,unit_status,bed,occ
"$2,200.00",1640 WOOLSEY ST,"Appliances, Garbage, Water",4/15/2017,RENTED - Rented or Available,1,2
"$1,711.39",1624 WOOLSEY ST #1,"Appliances, Garbage, Laundry Access, Parking, Water",11/1/2009,RENTED - Rented or Available,2,2
n/a,1624 WOOLSEY ST #2,"Garbage, Parking, Water",n/a,(~) MISC - Exempt-Misc since 6/1/1998,-1,-1
$746.30,1624 WOOLSEY ST #3,"Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,700.00",1624 WOOLSEY ST #4,"Garbage, Water",6/1/2017,RENTED - Rented or Available,1,1
$989.34,1624 WOOLSEY ST #5,"Garbage, Parking, Water",11/2/2015,RENTED - Rented or Available,0,1
$927.64,1627 WOOLSEY ST #1,"Appliances, Garbage, Laundry Access, Parking",3/1/2013,RENTED - Rented or Available,2,2
"$1,480.29",1627 WOOLSEY ST #2,"Garbage, Laundry Access",12/1/2012,RENTED - Rented or Available,2,3
"$1,455.88",1627 WOOLSEY ST #3,Garbage,5/1/2010,RENTED - Rented or Available,2,2
"$1,410.67",1627 WOOLSEY ST #4,Garbage,6/1/2011,RENTED - Rented or Available,2,1
"$2,434.74",1627 WOOLSEY ST #5,"Appliances, Garbage, Laundry Access",1/1/2016,RENTED - Rented or Available,2,3
"$1,432.97",1627 WOOLSEY ST #6,Garbage,8/1/2011,RENTED - Rented or Available,2,2
$959.46,1627 WOOLSEY ST #7,"Garbage, Laundry Access, Parking, Storage",5/31/1980,RENTED - Rented or Available,2,0
"$2,500.00",1627 WOOLSEY ST #8,"Appliances, Garbage, Laundry Access",8/1/2017,RENTED - Rented or Available,2,2
"$2,598.42",1627 WOOLSEY ST #9,Garbage,7/1/2016,RENTED - Rented or Available,2,3
"$1,416.24",1627 WOOLSEY ST #10,"Appliances, Garbage, Laundry Access, Parking",6/1/2010,RENTED - Rented or Available,2,2
"$1,419.98",1627 WOOLSEY ST #11,"Appliances, Laundry Access",8/1/2012,RENTED - Rented or Available,2,1
"$2,186.97",2301 WOOLSEY ST,"Appliances, Garbage, Laundry Access, Parking, Storage",9/1/2015,RENTED - Rented or Available,1,2
"$2,350.00",2303 WOOLSEY ST,"Appliances, Garbage, Laundry Access, Parking",10/11/2017,RENTED - Rented or Available,1,1
"$1,593.29",2305 WOOLSEY ST,"Appliances, Garbage, Heat, Laundry Access, Parking, Storage",4/15/2003,RENTED - Rented or Available,1,2
"$1,629.57",2307 WOOLSEY ST,"Appliances, Parking",2/28/2005,RENTED - Rented or Available,1,1
"$2,200.00",2309 WOOLSEY ST,"Appliances, Garbage, Laundry Access",10/10/2017,RENTED - Rented or Available,1,2
"$2,350.00",2311 WOOLSEY ST #A,"Appliances, Garbage, Laundry Access, Storage",9/1/2017,RENTED - Rented or Available,1,2
"$2,350.00",2311 WOOLSEY ST #B,"Appliances, Garbage, Laundry Access, Parking, Storage",9/1/2017,RENTED - Rented or Available,1,2
"$2,350.00",2311 WOOLSEY ST #C,"Appliances, Garbage, Laundry Access, Parking",9/1/2017,RENTED - Rented or Available,1,2
"$1,624.49",2311 WOOLSEY ST #D,"Appliances, Garbage, Laundry Access, Parking",6/1/2003,RENTED - Rented or Available,1,1
"$2,250.60",2313 WOOLSEY ST,"Garbage, Laundry Access",5/1/2016,RENTED - Rented or Available,1,2
"$2,350.00",2315 WOOLSEY ST #A,"Appliances, Garbage, Laundry Access, Storage",10/1/2017,RENTED - Rented or Available,1,2
"$1,796.96",2315 WOOLSEY ST #B,"Appliances, Garbage, Laundry Access, Parking, Storage",7/15/2014,RENTED - Rented or Available,1,2
"$1,877.21",1622 WOOLSEY ST #A,"Appliances, Garbage, Laundry Access",10/1/2016,RENTED - Rented or Available,1,2
"$2,200.00",1622 WOOLSEY ST #B,"Appliances, Garbage, Laundry Access",8/20/2017,RENTED - Rented or Available,2,1
n/a,1622 WOOLSEY ST #C,"Garbage, Laundry Access, Sewer",n/a,NEW - New Construction since 9/6/2001,-1,-1
"$1,725.08",1622 WOOLSEY ST #D,"Appliances, Garbage, Laundry Access, Parking, Storage",9/10/2013,RENTED - Rented or Available,2,2
"$1,874.55",1610 WOOLSEY ST #A,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Parking, Water",8/1/2015,RENTED - Rented or Available,2,1
"$3,000.00",1610 WOOLSEY ST #B,"Appliances, Garbage, Parking, Water",9/1/2017,RENTED - Rented or Available,2,1
n/a,1610 WOOLSEY ST #C,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,1610 WOOLSEY ST #D,(no active services),12/31/1995,NEW - New Construction,-1,-1
"$1,437.57",1625 WOOLSEY ST #1,Garbage,9/1/2009,RENTED - Rented or Available,2,2
"$1,256.26",1625 WOOLSEY ST #2,"Appliances, Garbage, Laundry Access, Parking",1/31/2008,RENTED - Rented or Available,1,1
n/a,1625 WOOLSEY ST #3,"Appliances, Garbage, Laundry Access, Parking",n/a,(~) MISC - Exempt-Misc since 4/18/2007,-1,-1
"$2,395.00",1625 WOOLSEY ST #4,"Appliances, Garbage, Laundry Access",8/1/2017,RENTED - Rented or Available,2,3
"$2,444.97",1625 WOOLSEY ST #5,"Appliances, Garbage, Laundry Access",9/1/2016,RENTED - Rented or Available,2,2
"$2,496.12",1625 WOOLSEY ST #6,"Appliances, Garbage, Laundry Access",10/1/2016,RENTED - Rented or Available,2,2
"$1,444.57",1625 WOOLSEY ST #7,"Appliances, Garbage, Laundry Access, Parking",7/1/2010,RENTED - Rented or Available,2,2
"$2,598.33",1625 WOOLSEY ST #8,Garbage,6/20/2015,RENTED - Rented or Available,2,2
"$1,531.01",1625 WOOLSEY ST #9,"Appliances, Garbage, Laundry Access",3/1/2013,RENTED - Rented or Available,2,2
"$1,425.46",1625 WOOLSEY ST #10,"Appliances, Garbage, Laundry Access",9/1/2012,RENTED - Rented or Available,2,3
"$1,719.68",1625 WOOLSEY ST #11,"Appliances, Garbage",9/1/2013,RENTED - Rented or Available,2,1
n/a,1522 WOOLSEY ST #A,"Appliances, Garbage, Laundry Access, Parking",n/a,(~) MISC - Exempt-Misc since 10/1/2013,-1,-1
"$1,248.38",1522 WOOLSEY ST #B,"Garbage, Parking",6/3/2003,RENTED - Rented or Available,2,1
n/a,1522 WOOLSEY ST #C,"Garbage, Parking",n/a,NAR - Not Available for Rent since 5/1/2016,-1,-1
n/a,1522 WOOLSEY ST #D,(no active services),n/a,NAR - Not Available for Rent since 1/1/2016,-1,-1
n/a,1522 WOOLSEY ST #E,"Electricity, Garbage, Parking",n/a,(~) MISC - Exempt-Misc since 12/27/2007,-1,-1
n/a,1522 WOOLSEY ST #F,Sewer,n/a,NAR - Not Available for Rent since 11/1/2016,-1,-1
"$1,700.71",1515 WOOLSEY ST,Storage,9/1/2007,RENTED - Rented or Available,3,2
"$1,841.40",1515 WOOLSEY ST #A,Garbage,9/1/2016,RENTED - Rented or Available,2,3
$635.07,1515 WOOLSEY ST #B,Garbage,n/a,RENTED - Rented or Available since 8/20/1990,1,-1
"$1,000.00",1515 WOOLSEY ST #C,"Garbage, Storage",3/5/2017,RENTED - Rented or Available,1,1
"$1,161.30",1524 WOOLSEY ST #A,(no active services),10/1/2010,RENTED - Rented or Available,1,1
"$1,256.26",1524 WOOLSEY ST #B,"Garbage, Parking, Water",1/1/2008,RENTED - Rented or Available,1,1
$717.83,1524 WOOLSEY ST #C,"Garbage, Water",n/a,RENTED - Rented or Available since 6/1/2000,1,-1
"$1,169.44",1524 WOOLSEY ST #D,(no active services),1/1/2009,RENTED - Rented or Available,1,1
n/a,1513 WOOLSEY ST,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,1513 WOOLSEY ST #C,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,1513 WOOLSEY ST #D,(no active services),12/31/1995,NEW - New Construction,-1,-1
n/a,1513 WOOLSEY ST #COTT,(no active services),12/31/1995,NEW - New Construction,-1,-1
"$2,713.86",2308 WOOLSEY ST #1,"Appliances, Garbage, Gas, Heat, Laundry Access, Parking, Storage, Water",5/6/2012,RENTED - Rented or Available,3,3
"$2,950.00",2308 WOOLSEY ST #2,"Garbage, Gas, Heat, Laundry Access, Other, Parking, Water",12/1/2017,RENTED - Rented or Available,0,4
"$1,321.30",2308 WOOLSEY ST #3,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Parking, Water",7/27/2014,RENTED - Rented or Available,0,2
"$1,480.29",2923 WHEELER ST #A,"Appliances, Electricity, Garbage, Gas, Heat, Parking, Water",12/1/2012,RENTED - Rented or Available,1,1
"$2,030.76",2923 WHEELER ST #B,"Garbage, Parking, Water",5/10/2015,RENTED - Rented or Available,1,1
"$1,370.47",2923 WHEELER ST #C,"Garbage, Parking, Water",9/16/2008,RENTED - Rented or Available,2,2
"$1,754.40",2923 WHEELER ST #D,"Appliances, Garbage, Laundry Access, Parking, Water",2/1/2012,RENTED - Rented or Available,1,2
"$1,611.87",2910 WHEELER ST #1,Garbage,8/1/2013,RENTED - Rented or Available,2,1
"$1,404.35",2910 WHEELER ST #2,Garbage,10/10/2006,RENTED - Rented or Available,2,2
"$2,495.00",2910 WHEELER ST #3,Garbage,7/22/2017,RENTED - Rented or Available,2,2
"$2,495.00",2910 WHEELER ST #4,Garbage,8/17/2017,RENTED - Rented or Available,2,3
"$1,556.17",2910 WHEELER ST #5,"Laundry Access, Parking",2/1/2000,RENTED - Rented or Available,2,2
"$2,495.00",2910 WHEELER ST #6,Garbage,4/16/2017,RENTED - Rented or Available,2,1
"$2,390.05",2910 WHEELER ST #7,Garbage,7/6/2015,RENTED - Rented or Available,2,4
"$1,791.68",2910 WHEELER ST #8,Garbage,7/2/2014,RENTED - Rented or Available,2,1
$778.94,2910 WHEELER ST #9,"Garbage, Laundry Access, Parking, Storage",n/a,RENTED - Rented or Available since 5/1/1999,2,-1
"$1,611.87",2910 WHEELER ST #10,Garbage,8/1/2013,RENTED - Rented or Available,2,2
"$1,573.62",2915 WHEELER ST #A,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,3,0
$868.13,2915 WHEELER ST #B,"Garbage, Gas, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,778.66",2915 WHEELER ST #C,"Appliances, Garbage, Gas, Heat, Laundry Access, Water",5/16/2011,RENTED - Rented or Available,2,2
$985.70,2915 WHEELER ST #D,"Appliances, Garbage, Laundry Access",5/1/2010,RENTED - Rented or Available,1,1
$842.04,2915 WHEELER ST #E,Garbage,5/31/1980,RENTED - Rented or Available,1,0
$784.93,2915 WHEELER ST #F,Garbage,5/31/1980,RENTED - Rented or Available,1,0
"$1,084.96",2915 WHEELER ST #G,"Appliances, Garbage, Laundry Access",6/9/2008,RENTED - Rented or Available,1,1
"$1,614.51",2925 WHEELER ST #1,"Garbage, Water",9/1/2010,RENTED - Rented or Available,2,1
"$1,510.05",2925 WHEELER ST #2,"Garbage, Water",3/31/2015,RENTED - Rented or Available,1,1
"$2,455.20",2925 WHEELER ST #3,(no active services),4/1/2016,RENTED - Rented or Available,2,2
"$1,614.51",2925 WHEELER ST #4,"Garbage, Water",7/7/2010,RENTED - Rented or Available,2,2
"$2,300.00",2925 WHEELER ST #5,"Garbage, Water",2/1/2017,RENTED - Rented or Available,2,1
n/a,2925 WHEELER ST #6,(no active services),n/a,(~) MISC - Exempt-Misc since 4/30/1990,-1,-1
"$1,226.66",2902 WHEELER ST,"Appliances, Garbage, Water",3/1/2011,RENTED - Rented or Available,1,1
$797.77,2904 WHEELER ST #1,Water,2/15/1996,RENTED - Rented or Available,1,0
$950.34,2904 WHEELER ST #2,"Garbage, Sewer, Water",7/1/2002,RENTED - Rented or Available,1,1
"$1,437.50",2904 WHEELER ST #3,Water,5/31/1980,RENTED - Rented or Available,3,0
$989.34,2904 WHEELER ST #4,"Appliances, Garbage, Water",10/1/2015,RENTED - Rented or Available,0,1
"$1,225.00",2906 WHEELER ST,"Appliances, Garbage, Water",11/1/2017,RENTED - Rented or Available,0,1
$865.90,1520 WOOLSEY ST #1,"Electricity, Garbage, Other, Parking, Sewer, Storage, Water",11/1/1999,RENTED - Rented or Available,3,4
$735.27,1520 WOOLSEY ST #2,"Electricity, Garbage, Other, Parking, Sewer, Storage, Water",12/1/1999,RENTED - Rented or Available,2,3
n/a,1520 WOOLSEY ST #3,"Electricity, Garbage, Other, Parking, Sewer, Storage, Water",n/a,NAR - Not Available for Rent since 10/31/2013,-1,-1
n/a,1520 WOOLSEY ST #4,"Electricity, Garbage, Other, Water",n/a,NAR - Not Available for Rent since 10/31/2013,-1,-1
$799.43,1520 WOOLSEY ST #5,"Garbage, Water",n/a,RENTED - Rented or Available since 11/2/2013,2,-1
n/a,1520 WOOLSEY ST #1A,"Electricity, Garbage, Other, Parking, Sewer, Storage, Water",n/a,(~) MISC - Exempt-Misc since 4/2/2004,-1,-1
n/a,2837 WEBSTER ST #1,(no active services),n/a,OOCC - Owner Occupied since 5/21/2007,-1,-1
"$1,328.96",2837 WEBSTER ST #2,"Appliances, Electricity, Garbage, Gas, Heat, Laundry Access, Storage, Water",10/15/2002,RENTED - Rented or Available,1,1
n/a,2837 WEBSTER ST #3,(no active services),n/a,NAR - Not Available for Rent since 12/6/2017,-1,-1
"$1,784.23",2837 WEBSTER ST #4,"Garbage, Heat, Laundry Access, Parking, Storage, Water",2/10/2011,RENTED - Rented or Available,1,2
n/a,2802 WEBSTER ST #COURT,"Garbage, Sewer",n/a,OOCC - Owner Occupied since 3/1/2005,-1,-1
n/a,2802 WEBSTER ST #LOWER,"Garbage, Sewer",n/a,OOCC - Owner Occupied since 5/14/2005,-1,-1
n/a,2802 WEBSTER ST #UPPER,"Garbage, Sewer",n/a,OOCC - Owner Occupied since 12/15/2012,-1,-1
n/a,2804 WEBSTER ST #LOWER,Garbage,n/a,OOCC - Owner Occupied since 11/1/2004,-1,-1
n/a,2804 WEBSTER ST #UPPER,"Garbage, Sewer",n/a,OOCC - Owner Occupied since 7/9/2004,-1,-1
"$1,581.37",1806 WEST ST #1,"Garbage, Laundry Access, Sewer, Water",8/6/2001,RENTED - Rented or Available,1,2
$699.78,1806 WEST ST #2,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/21/1994,1,-1
"$1,177.51",1806 WEST ST #3,"Garbage, Parking, Sewer, Water",1/20/2000,RENTED - Rented or Available,0,1
"$1,143.03",1806 WEST ST #4,"Garbage, Laundry Access, Water",6/9/2011,RENTED - Rented or Available,0,2
"$1,177.51",1806 WEST ST #5,"Garbage, Parking, Sewer, Water",2/7/2000,RENTED - Rented or Available,1,1
$799.40,1806 WEST ST #6,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/1/1996,1,-1
"$1,518.31",1806 WEST ST #7,"Garbage, Laundry Access, Water",8/6/2001,RENTED - Rented or Available,0,2
"$1,392.08",1806 WEST ST #8,"Garbage, Laundry Access, Water",7/30/2001,RENTED - Rented or Available,0,1
"$1,644.50",1810 WEST ST #1,"Garbage, Laundry Access, Water",8/13/2002,RENTED - Rented or Available,1,2
"$1,833.83",1810 WEST ST #2,"Garbage, Laundry Access, Sewer, Water",7/30/2001,RENTED - Rented or Available,1,1
"$1,896.93",1810 WEST ST #3,"Garbage, Laundry Access, Sewer, Water",9/7/2001,RENTED - Rented or Available,1,3
"$1,682.37",1810 WEST ST #4,"Garbage, Parking, Sewer, Water",4/1/2000,RENTED - Rented or Available,1,2
"$2,843.53",1810 WEST ST #5,"Garbage, Laundry Access, Water",8/15/2002,RENTED - Rented or Available,2,3
"$1,871.68",1810 WEST ST #6,"Garbage, Parking, Sewer, Water",4/1/2000,RENTED - Rented or Available,2,2
"$1,770.71",1810 WEST ST #7,"Garbage, Laundry Access, Sewer, Water",9/17/2001,RENTED - Rented or Available,1,2
"$1,246.92",1810 WEST ST #8,"Garbage, Laundry Access, Water",9/1/2002,RENTED - Rented or Available,0,2
"$1,461.50",1820 WEST ST #1,"Garbage, Laundry Access, Water",8/18/2002,RENTED - Rented or Available,1,2
"$1,781.11",1820 WEST ST #2,"Garbage, Laundry Access",8/1/2014,RENTED - Rented or Available,1,2
"$1,432.97",1820 WEST ST #3,"Garbage, Laundry Access, Water",8/15/2011,RENTED - Rented or Available,1,1
"$1,461.50",1820 WEST ST #4,"Garbage, Laundry Access, Water",8/12/2002,RENTED - Rented or Available,1,1
$703.67,1820 WEST ST #5,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/1/1996,1,-1
"$1,644.50",1820 WEST ST #6,"Garbage, Laundry Access, Parking, Water",5/15/2001,RENTED - Rented or Available,1,2
"$1,682.37",1820 WEST ST #7,"Garbage, Parking, Sewer, Water",5/15/2000,RENTED - Rented or Available,1,2
"$1,461.50",1820 WEST ST #8,"Garbage, Laundry Access, Water",9/1/2002,RENTED - Rented or Available,1,2
"$1,886.81",2708 WEBSTER ST #1,"Appliances, Water",7/15/2013,RENTED - Rented or Available,1,1
n/a,2708 WEBSTER ST #2,"Garbage, Gas, Parking, Storage, Water",n/a,OOCC - Owner Occupied since 9/1/1985,-1,-1
"$1,713.90",2708 WEBSTER ST #3,"Sewer, Water",8/1/2000,RENTED - Rented or Available,1,2
"$2,455.20",2708 WEBSTER ST #4,"Appliances, Water",10/1/2016,RENTED - Rented or Available,1,1
"$1,581.37",1806 WEST ST #1,"Garbage, Laundry Access, Sewer, Water",8/6/2001,RENTED - Rented or Available,1,2
$699.78,1806 WEST ST #2,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/21/1994,1,-1
"$1,177.51",1806 WEST ST #3,"Garbage, Parking, Sewer, Water",1/20/2000,RENTED - Rented or Available,0,1
"$1,143.03",1806 WEST ST #4,"Garbage, Laundry Access, Water",6/9/2011,RENTED - Rented or Available,0,2
"$1,177.51",1806 WEST ST #5,"Garbage, Parking, Sewer, Water",2/7/2000,RENTED - Rented or Available,1,1
$799.40,1806 WEST ST #6,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/1/1996,1,-1
"$1,518.31",1806 WEST ST #7,"Garbage, Laundry Access, Water",8/6/2001,RENTED - Rented or Available,0,2
"$1,392.08",1806 WEST ST #8,"Garbage, Laundry Access, Water",7/30/2001,RENTED - Rented or Available,0,1
"$1,644.50",1810 WEST ST #1,"Garbage, Laundry Access, Water",8/13/2002,RENTED - Rented or Available,1,2
"$1,833.83",1810 WEST ST #2,"Garbage, Laundry Access, Sewer, Water",7/30/2001,RENTED - Rented or Available,1,1
"$1,896.93",1810 WEST ST #3,"Garbage, Laundry Access, Sewer, Water",9/7/2001,RENTED - Rented or Available,1,3
"$1,682.37",1810 WEST ST #4,"Garbage, Parking, Sewer, Water",4/1/2000,RENTED - Rented or Available,1,2
"$2,843.53",1810 WEST ST #5,"Garbage, Laundry Access, Water",8/15/2002,RENTED - Rented or Available,2,3
"$1,871.68",1810 WEST ST #6,"Garbage, Parking, Sewer, Water",4/1/2000,RENTED - Rented or Available,2,2
"$1,770.71",1810 WEST ST #7,"Garbage, Laundry Access, Sewer, Water",9/17/2001,RENTED - Rented or Available,1,2
"$1,246.92",1810 WEST ST #8,"Garbage, Laundry Access, Water",9/1/2002,RENTED - Rented or Available,0,2
"$1,461.50",1820 WEST ST #1,"Garbage, Laundry Access, Water",8/18/2002,RENTED - Rented or Available,1,2
"$1,781.11",1820 WEST ST #2,"Garbage, Laundry Access",8/1/2014,RENTED - Rented or Available,1,2
"$1,432.97",1820 WEST ST #3,"Garbage, Laundry Access, Water",8/15/2011,RENTED - Rented or Available,1,1
"$1,461.50",1820 WEST ST #4,"Garbage, Laundry Access, Water",8/12/2002,RENTED - Rented or Available,1,1
$703.67,1820 WEST ST #5,"Garbage, Laundry Access, Parking, Storage, Water",n/a,RENTED - Rented or Available since 12/1/1996,1,-1
"$1,644.50",1820 WEST ST #6,"Garbage, Laundry Access, Parking, Water",5/15/2001,RENTED - Rented or Available,1,2
"$1,682.37",1820 WEST ST #7,"Garbage, Parking, Sewer, Water",5/15/2000,RENTED - Rented or Available,1,2
"$1,461.50",1820 WEST ST #8,"Garbage, Laundry Access, Water",9/1/2002,RENTED - Rented or Available,1,2
n/a,2641 WEBSTER ST #1,"Electricity, Garbage, Gas, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2641 WEBSTER ST #2,"Garbage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2641 WEBSTER ST #3,"Garbage, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
n/a,2641 WEBSTER ST #4,"Electricity, Garbage, Gas, Water",n/a,OOCC - Owner Occupied since 12/14/1993,-1,-1
$722.65,2612 WEBSTER ST #1,"Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
$849.41,2612 WEBSTER ST #2,"Garbage, Parking, Water",9/15/1996,RENTED - Rented or Available,1,0
$722.65,2612 WEBSTER ST #3,"Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
$822.30,2612 WEBSTER ST #4,"Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,282.42",2612 WEBSTER ST #5,"Appliances, Garbage, Laundry Access, Parking, Water",n/a,RENTED - Rented or Available since 8/1/2011,1,-1
"$1,800.00",2612 WEBSTER ST #6,"Appliances, Garbage, Laundry Access, Parking, Water",4/1/2017,RENTED - Rented or Available,1,2
"$1,393.93",2612 WEBSTER ST #7,"Appliances, Garbage, Laundry Access, Parking, Water",10/29/2011,RENTED - Rented or Available,1,1
"$1,207.53",2612 WEBSTER ST #8,"Appliances, Garbage, Laundry Access, Parking, Water",5/1/2004,RENTED - Rented or Available,1,1
"$1,800.00",2612 WEBSTER ST #9,"Appliances, Garbage, Laundry Access, Parking, Water",2/1/2018,RENTED - Rented or Available,1,2
"$1,312.06",2612 WEBSTER ST #10,"Appliances, Garbage, Laundry Access, Parking, Sewer, Water",4/15/2009,RENTED - Rented or Available,1,1
"$1,392.08",2612 WEBSTER ST #11,"Appliances, Garbage, Laundry Access, Parking, Water",4/1/2002,RENTED - Rented or Available,1,1
"$1,218.40",2612 WEBSTER ST #12,"Appliances, Garbage, Laundry Access, Parking, Sewer, Water",4/1/2003,RENTED - Rented or Available,1,1
"$1,338.18",2612 WEBSTER ST #14,"Appliances, Garbage, Laundry Access, Parking, Water",3/10/2011,RENTED - Rented or Available,1,1
"$1,315.80",2612 WEBSTER ST #15,"Appliances, Garbage, Laundry Access, Parking, Water",11/21/2012,RENTED - Rented or Available,1,0
$797.14,2612 WEBSTER ST #16,"Garbage, Parking, Water",5/31/1980,RENTED - Rented or Available,1,0
"$1,518.31",2716 WEBSTER ST #1,"Garbage, Laundry Access, Parking, Water",6/1/2002,RENTED - Rented or Available,2,1
"$2,484.66",2716 WEBSTER ST #2,"Appliances, Garbage, Laundry Access, Water",8/1/2013,RENTED - Rented or Available,2,2
"$2,743.01",2716 WEBSTER ST #3,"Garbage, Parking, Storage, Water",7/1/2014,RENTED - Rented or Available,2,2
"$2,531.61",2716 WEBSTER ST #4,"Garbage, Storage, Water",7/15/2014,RENTED - Rented or Available,2,2
"$2,915.55",2716 WEBSTER ST #5,"Appliances, Garbage, Laundry Access, Parking, Storage, Water",4/1/2016,RENTED - Rented or Available,2,2
n/a,2630 WEBSTER ST #A,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 6/4/1999,-1,-1
n/a,2630 WEBSTER ST #B,"Garbage, Gas, Water",n/a,NAR - Not Available for Rent since 6/4/1999,-1,-1
n/a,2630 WEBSTER ST #C,(no active services),n/a,OOCC - Owner Occupied since 4/30/1990,-1,-1
"$1,095.62",2421 WEBSTER ST,Water,5/3/2005,RENTED - Rented or Available,1,2
"$1,750.77",2423 WEBSTER ST,"Garbage, Parking, Water",11/1/2011,RENTED - Rented or Available,1,1
$813.52,2425 WEBSTER ST,"Garbage, Water",5/31/1980,RENTED - Rented or Available,1,0
