name,zip,num/range,pattern,company,type,zip+4
Solano Ave   ,94707,1831,, , H,94707-5058
Solano Ave   ,94707,1831,, , H,94707-5059
Solano Ave   ,94707,1831,, , H,94707-5060
Solano Ave   ,94707,1831,, , H,94707-5061
Solano Ave   ,94707,1831,, , H,94707-5062
Solano Ave   ,94707,1831,, , H,94707-5063
Solano Ave   ,94707,1831,, , H,94707-5064
Solano Ave   ,94707,1831,, , H,94707-5065
Solano Ave   ,94707,1831,, , H,94707-5066
Solano Ave   ,94707,1831,, , H,94707-5067
Solano Ave   ,94707,1831,, , H,94707-5068
Solano Ave   ,94707,1831,, , H,94707-5069
Solano Ave   ,94707,1831,, , H,94707-5070
Solano Ave   ,94707,1831,, , H,94707-5071
Solano Ave   ,94707,1831,, , H,94707-5072
Solano Ave   ,94707,1831,, , H,94707-5073
Solano Ave   ,94707,1831,, , H,94707-5074
Solano Ave   ,94707,1831,, , H,94707-5075
Solano Ave   ,94707,1831,, , H,94707-5076
Solano Ave   ,94707,1831,, , H,94707-5077
Solano Ave   ,94707,1831,, , H,94707-5078
Solano Ave   ,94707,1831,, , H,94707-5079
Solano Ave   ,94707,1831,, , H,94707-5080
Solano Ave   ,94707,1831,, , H,94707-5081
Solano Ave   ,94707,1831,, , H,94707-5082
Solano Ave   ,94707,1831,, , H,94707-5083
Solano Ave   ,94707,1831,, , H,94707-5084
Solano Ave   ,94707,1859,, , H,94707-2323
Solano Ave   ,94707,1859,, , H,94707-2323
Solano Ave   ,94707,1861,,CITIBANK, F,94707-2300
Solano Ave   ,94707,1862 to 1898,Even Only, , S,94707-2309
Solano Ave   ,94707,1888,,INDIA KASHMIR RESTURANT, F,94707-2365
Solano Ave   ,94707,1894,,THE IRIS, F,94707-2364
Solano Ave   ,94707,1898,,THE INDOOR SUNSHINE, F,94707-2363
Sierra St   ,94707,1000 to 1098,Even Only, , S,94707-2527
Sierra St   ,94707,1001 to 1099,Odd Only, , S,94707-2526
Sierra St   ,94707,1051,,LAMBERS CPA REVIEW, F,94707-2598
Shattuck Ave   ,94707,800 to 898,Even Only, , S,94707-2020
Shattuck Ave   ,94707,801 to 899,Odd Only, , S,94707-2019
Shattuck Ave   ,94707,900 to 998,Even Only, , S,94707-2401
Shattuck Ave   ,94707,901 to 999,Odd Only, , S,94707-2438
Shattuck Ave   ,94707,1000 to 1098,Even Only, , S,94707-2626
Shattuck Ave   ,94707,1001 to 1099,Odd Only, , S,94707-2625
Shattuck Ave   ,94707,1100 to 1152,Even Only, , S,94707-2610
Shattuck Ave   ,94707,1101 to 1199,Odd Only, , S,94707-2609
Shattuck Ave   ,94707,1154 to 1198,Even Only, , S,94707-2635
Shattuck Ave   ,94707,1162,,J B MUNS BOOKS, F,94707-2698
Santa Rosa Ave   ,94707,500 to 598,Even Only, , S,94707-1537
Santa Rosa Ave   ,94707,501 to 599,Odd Only, , S,94707-1536
Santa Rosa Ave   ,94707,600 to 628,Even Only, , S,94707-1539
Santa Rosa Ave   ,94707,601 to 699,Odd Only, , S,94707-1538
Santa Rosa Ave   ,94707,630 to 698,Even Only, , S,94707-1547
Santa Clara Ave   ,94707,500 to 568,Even Only, , S,94707-1625
Santa Clara Ave   ,94707,501 to 569,Odd Only, , S,94707-1624
Santa Clara Ave   ,94707,570 to 598,Even Only, , S,94707-1647
Santa Clara Ave   ,94707,571 to 599,Odd Only, , S,94707-1646
Santa Barbara Rd   ,94707,500 to 598,Even Only, , S,94707-1746
Santa Barbara Rd   ,94707,501 to 599,Odd Only, , S,94707-1716
Santa Barbara Rd   ,94707,600 to 698,Even Only, , S,94707-1718
Santa Barbara Rd   ,94707,601 to 653,Odd Only, , S,94707-1717
Santa Barbara Rd   ,94707,655 to 699,Odd Only, , S,94707-1739
Santa Barbara Rd   ,94707,700 to 760,Even Only, , S,94707-2005
Santa Barbara Rd   ,94707,701 to 731,Odd Only, , S,94707-2004
Santa Barbara Rd   ,94707,733 to 799,Odd Only, , S,94707-2045
Santa Barbara Rd   ,94707,762 to 798,Even Only, , S,94707-2046
Santa Barbara Rd   ,94707,800 to 898,Even Only, , S,94707-2018
Santa Barbara Rd   ,94707,801 to 899,Odd Only, , S,94707-2017
Santa Barbara Rd   ,94707,900 to 948,Even Only, , S,94707-2423
Santa Barbara Rd   ,94707,901 to 935,Odd Only, , S,94707-2422
Santa Barbara Rd   ,94707,937 to 999,Odd Only, , S,94707-2453
Santa Barbara Rd   ,94707,950 to 998,Even Only, , S,94707-2454
San Ramon Ave   ,94707,1800 to 1824,Even Only, , S,94707-1630
San Ramon Ave   ,94707,1801 to 1899,Odd Only, , S,94707-1623
San Ramon Ave   ,94707,1821,,ASC FOR ADV TR BEHAV SC, F,94707-1695
San Ramon Ave   ,94707,1826 to 1898,Even Only, , S,94707-1645
San Pedro Ave   ,94707,1800 to 1898,Even Only, , S,94707-1909
San Pedro Ave   ,94707,1801 to 1847,Odd Only, , S,94707-1908
San Pedro Ave   ,94707,1849 to 1899,Odd Only, , S,94707-1934
San Miguel Ave   ,94707,600 to 698,Even Only, , S,94707-1535
San Miguel Ave   ,94707,601 to 699,Odd Only, , S,94707-1534
San Mateo Rd   ,94707,1 to 99,Odd Only, , S,94707-2015
San Mateo Rd   ,94707,2 to 98,Even Only, , S,94707-2016
San Luis Rd   ,94707,500 to 536,Even Only, , S,94707-1724
San Luis Rd   ,94707,501 to 599,Odd Only, , S,94707-1723
San Luis Rd   ,94707,538 to 598,Even Only, , S,94707-1743
San Luis Rd   ,94707,600 to 662,Even Only, , S,94707-1726
San Luis Rd   ,94707,601 to 699,Odd Only, , S,94707-1725
San Luis Rd   ,94707,664 to 698,Even Only, , S,94707-1744
San Luis Rd   ,94707,700 to 798,Even Only, , S,94707-2030
San Luis Rd   ,94707,701 to 745,Odd Only, , S,94707-2029
San Luis Rd   ,94707,747 to 799,Odd Only, , S,94707-2001
San Luis Rd   ,94707,800 to 898,Even Only, , S,94707-2053
San Luis Rd   ,94707,801 to 899,Odd Only, , S,94707-2031
Yosemite Rd   ,94707,1800 to 1898,Even Only, , S,94707-1605
Yosemite Rd   ,94707,1801 to 1899,Odd Only, , S,94707-1604
Yosemite Rd   ,94707,1900 to 1930,Even Only, , S,94707-1632
Yosemite Rd   ,94707,1901 to 1999,Odd Only, , S,94707-1631
Yosemite Rd   ,94707,1932 to 1998,Even Only, , S,94707-1651
Yolo Ave   ,94707,1900 to 1998,Even Only, , S,94707-2614
Yolo Ave   ,94707,1901 to 1999,Odd Only, , S,94707-2613
Yolo Ave   ,94707,2000 to 2098,Even Only, , S,94707-2639
Yolo Ave   ,94707,2001 to 2099,Odd Only, , S,94707-2615
Willow Ln   ,94707,1 to 99,, , S,94707-1233
Willow Ln   ,94707,100 to 198,Even Only, , S,94707-1235
Washington Ave   ,94707,1502,, , N,94707-A001
Walnut St   ,94707,1100 to 1198,Even Only, , S,94707-2631
Walnut St   ,94707,1101 to 1199,Odd Only, , S,94707-2616
Visalia Ave   ,94707,1500 to 1570,Even Only, , S,94707-1526
Visalia Ave   ,94707,1501 to 1599,Odd Only, , S,94707-1525
Visalia Ave   ,94707,1572 to 1598,Even Only, , S,94707-1546
Visalia Ave   ,94707,1600 to 1698,Even Only, , S,94707-1528
Visalia Ave   ,94707,1601 to 1699,Odd Only, , S,94707-1527
Vincente Ave   ,94707,400 to 498,Even Only, , S,94707-1520
Vincente Ave   ,94707,401 to 499,Odd Only, , S,94707-1519
Vincente Ave   ,94707,500 to 598,Even Only, , S,94707-1522
Vincente Ave   ,94707,501 to 599,Odd Only, , S,94707-1521
Vincente Ave   ,94707,600 to 698,Even Only, , S,94707-1524
Vincente Ave   ,94707,601 to 699,Odd Only, , S,94707-1523
Vincente Ave   ,94707,700 to 798,Even Only, , S,94707-1831
Vincente Ave   ,94707,701 to 799,Odd Only, , S,94707-1830
Vincente Ave   ,94707,800 to 898,Even Only, , S,94707-1833
Vermont Ave   ,94707,300 to 360,Even Only, , S,94707-1720
Vermont Ave   ,94707,301 to 399,Odd Only, , S,94707-1719
Vermont Ave   ,94707,362 to 398,Even Only, , S,94707-1740
Vermont Ave   ,94707,400 to 412,Even Only, , S,94707-1722
Vermont Ave   ,94707,401 to 421,Odd Only, , S,94707-1721
Vermont Ave   ,94707,414 to 498,Even Only, , S,94707-1742
Vermont Ave   ,94707,423 to 499,Odd Only, , S,94707-1741
Ventura Ave   ,94707,900 to 936,Even Only, , S,94707-2123
Ventura Ave   ,94707,901 to 937,Odd Only, , S,94707-2122
Ventura Ave   ,94707,938 to 998,Even Only, , S,94707-2542
Ventura Ave   ,94707,939 to 999,Odd Only, , S,94707-2541
Valley Rd   ,94707,1500 to 1598,Even Only, , S,94707-1232
Valley Rd   ,94707,1501 to 1599,Odd Only, , S,94707-1231
Vallejo St   ,94707,1 to 99,Odd Only, , S,94707-1628
Vallejo St   ,94707,2 to 98,Even Only, , S,94707-1629
Tulare Ave   ,94707,900 to 938,Even Only, , S,94707-2112
Tulare Ave   ,94707,901 to 935,Odd Only, , S,94707-2111
Tulare Ave   ,94707,937 to 953,Odd Only, , S,94707-2538
Tulare Ave   ,94707,940 to 998,Even Only, , S,94707-2540
Tulare Ave   ,94707,955 to 999,Odd Only, , S,94707-2539
Thousand Oaks Blvd   ,94707,1501 to 1553,Odd Only, , S,94707-1540
Thousand Oaks Blvd   ,94707,1555 to 1599,Odd Only, , S,94707-1548
Thousand Oaks Blvd   ,94707,1600 to 1642,Even Only, , S,94707-1542
Thousand Oaks Blvd   ,94707,1601 to 1667,Odd Only, , S,94707-1541
Thousand Oaks Blvd   ,94707,1644 to 1698,Even Only, , S,94707-1549
Thousand Oaks Blvd   ,94707,1669 to 1699,Odd Only, , S,94707-1553
Thousand Oaks Blvd   ,94707,1700 to 1754,Even Only, , S,94707-1544
Thousand Oaks Blvd   ,94707,1701 to 1719,Odd Only, , S,94707-1543
Thousand Oaks Blvd   ,94707,1721 to 1765,Odd Only, , S,94707-1550
Thousand Oaks Blvd   ,94707,1756 to 1798,Even Only, , S,94707-1552
Thousand Oaks Blvd   ,94707,1767 to 1799,Odd Only, , S,94707-1551
Thousand Oaks Blvd   ,94707,1800 to 1898,Even Only, , S,94707-1627
Thousand Oaks Blvd   ,94707,1801 to 1837,Odd Only, , S,94707-1626
Thousand Oaks Blvd   ,94707,1839 to 1899,Odd Only, , S,94707-1648
Thousand Oaks Blvd   ,94707,1900 to 1998,Even Only, , S,94707-1638
Thousand Oaks Blvd   ,94707,1901 to 1999,Odd Only, , S,94707-1637
The Alameda   ,94707,500 to 568,Even Only, , S,94707-1616
The Alameda   ,94707,501 to 569,Odd Only, , S,94707-1615
The Alameda   ,94707,570 to 598,Even Only, , S,94707-1653
The Alameda   ,94707,571 to 599,Odd Only, , S,94707-1644
The Alameda   ,94707,600 to 648,Even Only, , S,94707-1602
The Alameda   ,94707,601 to 715,Odd Only, , S,94707-1601
The Alameda   ,94707,650 to 698,Even Only, , S,94707-1640
The Alameda   ,94707,700 to 718,Even Only, , S,94707-1614
The Alameda   ,94707,717 to 721,Odd Only, , S,94707-1603
The Alameda   ,94707,720 to 736,Even Only, , S,94707-1931
The Alameda   ,94707,723 to 799,Odd Only, , S,94707-1930
The Alameda   ,94707,738 to 798,Even Only, , S,94707-1932
The Alameda   ,94707,800 to 820,Even Only, , S,94707-1914
The Alameda   ,94707,801 to 899,Odd Only, , S,94707-1913
The Alameda   ,94707,822 to 898,Even Only, , S,94707-1916
The Alameda   ,94707,900 to 998,Even Only, , S,94707-2308
The Alameda   ,94707,901 to 929,Odd Only, , S,94707-2301
The Alameda   ,94707,904,,PERSIMMON, F,94707-2369
The Alameda   ,94707,908,, , H,94707-2314
The Alameda   ,94707,908,, , H,94707-2315
The Alameda   ,94707,908,, , H,94707-2317
The Alameda   ,94707,914,,RODER MD, F,94707-2374
The Alameda   ,94707,914,,BAER MD, F,94707-2375
The Alameda   ,94707,914,,HAWKINS MD, F,94707-2376
The Alameda   ,94707,917,,BARBARA E LENA MSW, F,94707-2378
The Alameda   ,94707,917,,PAUL E BOUDAKIAN DDS, F,94707-2380
The Alameda   ,94707,917,,MICHEAL VOYNE DDS, F,94707-2382
The Alameda   ,94707,919,,MICHEAL AGRON MD, F,94707-2384
The Alameda   ,94707,919,,BETSY COHEN MD, F,94707-2385
The Alameda   ,94707,919,,DR BERRY, F,94707-2386
The Alameda   ,94707,919,,DR CLARK, F,94707-2387
The Alameda   ,94707,921,,DR FRIEDMAN, F,94707-2389
The Alameda   ,94707,921,,DR SPENKA, F,94707-2390
The Alameda   ,94707,921,,DR GOLD, F,94707-2391
The Alameda   ,94707,921,, , H,94707-2311
The Alameda   ,94707,921,, , H,94707-2311
The Alameda   ,94707,925,,RICHARD GRAY MD, F,94707-2353
The Alameda   ,94707,925,,JAMES YARDELL PHD MD, F,94707-2392
The Alameda   ,94707,925,, , H,94707-2310
The Alameda   ,94707,925,, , H,94707-2310
The Alameda   ,94707,931 to 999,Odd Only, , S,94707-2316
The Alameda   ,94707,1000 to 1098,Even Only, , S,94707-2510
The Alameda   ,94707,1100 to 1198,Even Only, , S,94707-2502
The Alameda   ,94707,1101 to 1123,Odd Only, , S,94707-2501
The Alameda   ,94707,1125 to 1145,Odd Only, , S,94707-2551
The Alameda   ,94707,1147 to 1199,Odd Only, , S,94707-2536
The Alameda   ,94707,1170,,BERKELEY LIBRARY, F,94707-2599
The Cir   ,94707,1 to 99,Odd Only, , S,94707-2439
Terrace Walk   ,94707,1 to 55,Odd Only, , S,94707-2411
Terrace Walk   ,94707,2 to 50,Even Only, , S,94707-2412
Terrace Walk   ,94707,52 to 98,Even Only, , S,94707-2446
Terrace Walk   ,94707,57 to 99,Odd Only, , S,94707-2445
Tacoma Ave   ,94707,1600 to 1698,Even Only, , S,94707-1827
Tacoma Ave   ,94707,1601 to 1699,Odd Only, , S,94707-1826
Tacoma Ave   ,94707,1701 to 1799,Odd Only, , S,94707-1828
Tacoma Ave   ,94707,1800 to 1846,Even Only, , S,94707-1912
Tacoma Ave   ,94707,1801 to 1845,Odd Only, , S,94707-1911
Tacoma Ave   ,94707,1847 to 1899,Odd Only, , S,94707-1935
Tacoma Ave   ,94707,1848 to 1898,Even Only, , S,94707-1936
Sutter St   ,94707,1100 to 1156,Even Only, , S,94707-2612
Sutter St   ,94707,1101 to 1107,Odd Only, , S,94707-2611
Sutter St   ,94707,1109 to 1199,Odd Only, , S,94707-2637
Sunset Dr   ,94707,1 to 3,Odd Only, , S,94707-1127
Sunset Ter   ,94707,2 to 8,Even Only, , S,94707-1130
Sunset Dr   ,94707,4,, , S,94707-1128
Sunset Dr   ,94707,5 to 15,Odd Only, , S,94707-1127
Sunset Dr   ,94707,8 to 18,Even Only, , S,94707-1128
Sunset Ct   ,94707,17,, , S,94707-1103
Sunset Dr   ,94707,19 to 20,, , S,94707-1127
Sunset Ct   ,94707,21 to 23,Odd Only, , S,94707-1125
Sunset Dr   ,94707,22 to 98,Even Only, , S,94707-1139
Sunset Dr   ,94707,25 to 99,Odd Only, , S,94707-1151
Stratford Rd   ,94707,1 to 33,Odd Only, , S,94707-1229
Stratford Rd   ,94707,2 to 38,Even Only, , S,94707-1230
Stratford Rd   ,94707,35 to 51,Odd Only, , S,94707-1240
Stratford Rd   ,94707,40 to 98,Even Only, , S,94707-1246
Stratford Rd   ,94707,53 to 99,Odd Only, , S,94707-1241
Station Pl   ,94707,800 to 899,, , S,94707-1910
San Lorenzo Ave   ,94707,1500 to 1548,Even Only, , S,94707-1821
San Lorenzo Ave   ,94707,1501 to 1549,Odd Only, , S,94707-1820
San Lorenzo Ave   ,94707,1550 to 1598,Even Only, , S,94707-1859
San Lorenzo Ave   ,94707,1551 to 1599,Odd Only, , S,94707-1860
San Lorenzo Ave   ,94707,1601 to 1699,Odd Only, , S,94707-1823
San Lorenzo Ave   ,94707,1640 to 1698,Even Only, , S,94707-1848
San Lorenzo Ave   ,94707,1668,,MOSS, F,94707-1898
San Lorenzo Ave   ,94707,1700 to 1798,Even Only, , S,94707-1825
San Lorenzo Ave   ,94707,1701 to 1799,Odd Only, , S,94707-1824
San Lorenzo Ave   ,94707,1800 to 1898,Even Only, , S,94707-1841
San Lorenzo Ave   ,94707,1801 to 1851,Odd Only, , S,94707-1840
San Lorenzo Ave   ,94707,1853 to 1899,Odd Only, , S,94707-1856
San Juan Ave   ,94707,1800 to 1898,Even Only, , S,94707-1622
San Juan Ave   ,94707,1801 to 1899,Odd Only, , S,94707-1621
San Fernando Ave   ,94707,600 to 626,Even Only, , S,94707-1636
San Fernando Ave   ,94707,601 to 699,Odd Only, , S,94707-1635
San Fernando Ave   ,94707,628 to 656,Even Only, , S,94707-1650
San Fernando Ave   ,94707,658 to 682,Even Only, , S,94707-1655
San Fernando Ave   ,94707,684 to 698,Even Only, , S,94707-1654
name,zip,num/range,pattern,company,type,zip+4
Acacia Ave   ,94708,1 to 99,Odd Only, , S,94708-1201
Acacia Ave   ,94708,2 to 98,Even Only, , S,94708-1202
Charles Tilden Park   ,94708,1 to 99,, , S,94708-1156
Charles Tilden Park   ,94708,100,,EAST BAY REGIONAL PARK DISTRICT, F,94708-1157
Charles Tilden Park   ,94708,100 to 101,, , S,94708-1154
Charles Tilden Park   ,94708,102,,MERRY GO ROUND, F,94708-1112
Charles Tilden Park   ,94708,102 to 199,, , S,94708-1110
Charles Tilden Park   ,94708,104,,NATURE AREA, F,94708-1111
Charles Tilden Park   ,94708,106,,PONY RIDE, F,94708-1100
Charles Tilden Park   ,94708,108,,RAILROAD, F,94708-1126
Centong Ave   ,94708,4601 to 4699,Odd Only, , S,94708-0001
Cedar St   ,94708,2300 to 2398,Even Only, , S,94708-1821
Cedar St   ,94708,2301,, , H,94708-1839
Cedar St   ,94708,2301,, , H,94708-1842
Cedar St   ,94708,2301,, , H,94708-1851
Cedar St   ,94708,2301 to 2369,Odd Only, , S,94708-1820
Cedar St   ,94708,2366,, , H,94708-1853
Cedar St   ,94708,2366,, , H,94708-1853
Cedar St   ,94708,2371 to 2399,Odd Only, , S,94708-1837
Cedar St   ,94708,2400 to 2498,Even Only, , S,94708-1823
Cedar St   ,94708,2401 to 2439,Odd Only, , S,94708-1822
Cedar St   ,94708,2441 to 2499,Odd Only, , S,94708-1838
Cedar St   ,94708,2500 to 2598,Even Only, , S,94708-1932
Cedar St   ,94708,2501 to 2599,Odd Only, , S,94708-1931
Cedar St   ,94708,2600 to 2698,Even Only, , S,94708-1934
Cedar St   ,94708,2601 to 2699,Odd Only, , S,94708-1933
Cedar St   ,94708,2700 to 2798,Even Only, , S,94708-2021
Canon Dr   ,94708,600,, , H,94708-1162
Canon Dr   ,94708,600,, , H,94708-1163
Canon Dr   ,94708,600,, , S,94708-1159
Canon Dr   ,94708,601 to 699,Odd Only, , S,94708-1142
Canon Dr   ,94708,602 to 698,Even Only, , S,94708-1143
Campus Dr   ,94708,1200 to 1244,Even Only, , S,94708-2002
Campus Dr   ,94708,1201 to 1245,Odd Only, , S,94708-2001
Campus Dr   ,94708,1246 to 1298,Even Only, , S,94708-2045
Campus Dr   ,94708,1247 to 1299,Odd Only, , S,94708-2044
Campus Dr   ,94708,1300 to 1398,Even Only, , S,94708-2004
Campus Dr   ,94708,1301 to 1399,Odd Only, , S,94708-2003
Campus Dr   ,94708,1400 to 1498,Even Only, , S,94708-2006
Campus Dr   ,94708,1401 to 1455,Odd Only, , S,94708-2005
Campus Dr   ,94708,1457 to 1499,Odd Only, , S,94708-2046
Campus Dr   ,94708,1500 to 1522,Even Only, , S,94708-2043
Campus Dr   ,94708,1501 to 1599,Odd Only, , S,94708-2042
Campus Dr   ,94708,1524 to 1598,Even Only, , S,94708-2060
Cambridge Ave   ,94708,200 to 298,Even Only, , S,94708-1120
Cambridge Ave   ,94708,201 to 253,Odd Only, , S,94708-1119
Cambridge Ave   ,94708,255 to 299,Odd Only, , S,94708-1150
Buena Vista Way   ,94708,2500 to 2546,Even Only, , S,94708-1928
Buena Vista Way   ,94708,2501 to 2531,Odd Only, , S,94708-1927
Buena Vista Way   ,94708,2533 to 2599,Odd Only, , S,94708-1951
Buena Vista Way   ,94708,2548 to 2598,Even Only, , S,94708-1950
Buena Vista Way   ,94708,2600 to 2698,Even Only, , S,94708-1930
Buena Vista Way   ,94708,2601 to 2699,Odd Only, , S,94708-1929
Buena Vista Way   ,94708,2700 to 2798,Even Only, , S,94708-2014
Buena Vista Way   ,94708,2701 to 2743,Odd Only, , S,94708-2013
Buena Vista Way   ,94708,2745 to 2799,Odd Only, , S,94708-2054
Buena Vista Way   ,94708,2800 to 2898,Even Only, , S,94708-2016
Buena Vista Way   ,94708,2801 to 2899,Odd Only, , S,94708-2015
Buena Vista Way   ,94708,2900 to 2998,Even Only, , S,94708-2018
Buena Vista Way   ,94708,2901 to 2999,Odd Only, , S,94708-2017
Buena Vista Way   ,94708,3000 to 3098,Even Only, , S,94708-2020
Buena Vista Way   ,94708,3001 to 3035,Odd Only, , S,94708-2019
Buena Vista Way   ,94708,3037 to 3099,Odd Only, , S,94708-2053
Bret Harte Rd   ,94708,1 to 99,Odd Only, , S,94708-1608
Bret Harte Way   ,94708,2 to 10,Even Only, , S,94708-1611
Bret Harte Rd   ,94708,10 to 98,Even Only, , S,94708-1609
Bret Harte Rd   ,94708,100 to 198,Even Only, , S,94708-1648
Bret Harte Rd   ,94708,101 to 199,Odd Only, , S,94708-1647
Bonnie Ln   ,94708,1 to 99,Odd Only, , S,94708-1311
Bonnie Ln   ,94708,2 to 98,Even Only, , S,94708-1312
Beloit Ave   ,94708,400 to 498,Even Only, , S,94708-1114
Beloit Ave   ,94708,401 to 407,Odd Only, , S,94708-1113
Beloit Ave   ,94708,409 to 459,Odd Only, , S,94708-1147
Beloit Ave   ,94708,461 to 499,Odd Only, , S,94708-1148
Beloit Ave   ,94708,500 to 598,Even Only, , S,94708-1116
Beloit Ave   ,94708,501 to 515,Odd Only, , S,94708-1115
Beloit Ave   ,94708,517 to 599,Odd Only, , S,94708-1149
Beloit Ave   ,94708,600 to 698,Even Only, , S,94708-1118
Beloit Ave   ,94708,601 to 699,Odd Only, , S,94708-1117
Bay View Pl   ,94708,1300 to 1398,Even Only, , S,94708-1802
Bay View Pl   ,94708,1301 to 1399,Odd Only, , S,94708-1801
Bay Tree Ln   ,94708,1 to 99,, , S,94708-2126
Avenida Dr   ,94708,1 to 37,Odd Only, , S,94708-2122
Avenida Dr   ,94708,2 to 42,Even Only, , S,94708-2123
Avenida Dr   ,94708,39 to 99,Odd Only, , S,94708-2145
Avenida Dr   ,94708,44 to 94,Even Only, , S,94708-2146
Avenida Dr   ,94708,96 to 98,Even Only, , S,94708-2147
Avenida Dr   ,94708,100 to 198,Even Only, , S,94708-2125
Avenida Dr   ,94708,101 to 199,Odd Only, , S,94708-2124
Atlas Pl   ,94708,1 to 99,Odd Only, , S,94708-2120
Atlas Pl   ,94708,2 to 98,Even Only, , S,94708-2121
Arch St   ,94708,1100 to 1198,Even Only, , S,94708-1615
Arch St   ,94708,1101 to 1143,Odd Only, , S,94708-1614
Arch St   ,94708,1145 to 1155,Odd Only, , S,94708-1642
Arch St   ,94708,1157 to 1199,Odd Only, , S,94708-1643
Arch St   ,94708,1300 to 1398,Even Only, , S,94708-1825
Arch St   ,94708,1301 to 1339,Odd Only, , S,94708-1824
Arch St   ,94708,1341 to 1399,Odd Only, , S,94708-1848
Arch St   ,94708,1400 to 1498,Even Only, , S,94708-1827
Arch St   ,94708,1401 to 1499,Odd Only, , S,94708-1826
Arch St   ,94708,1411,, , H,94708-1854
Arch St   ,94708,1411,, , H,94708-1854
Arch St   ,94708,1411,, , H,94708-1854
